uid,caption,image_path
6ff3c89bf19b45bbb0666b6f046f8725,A round pink and white radish with multiple long green leaves.,data/processed/images/6ff3c89bf19b45bbb0666b6f046f8725.png
e77161cb98b14f619ecbf2400de34f46,A flat rectangular base with two cylindrical shapes of different heights positioned on top.,data/processed/images/e77161cb98b14f619ecbf2400de34f46.png
8f0142bd566f4e7c8e7a2823d4dd6a16,A white wheel.,data/processed/images/8f0142bd566f4e7c8e7a2823d4dd6a16.png
ea5412439c5d49c0bd4d89fcd00a3721,"A blocky, abstract robot-like figure with a large square torso, a smaller square head, and cylindrical orange elements on its joints and limbs.",data/processed/images/ea5412439c5d49c0bd4d89fcd00a3721.png
bc47245e6707417bba88864550ae6057,"Ornate marble staircase with balustrades, a decorative newel post, and a tiled floor featuring intricate border patterns.",data/processed/images/bc47245e6707417bba88864550ae6057.png
f0e1f3f29ff243bea1f7e1b98e9dbf5d,A right-angle pipe joint with gear-like structures attached at each end.,data/processed/images/f0e1f3f29ff243bea1f7e1b98e9dbf5d.png
bce9b8d05b5b4480bdd89ee7e3066063,"A small room featuring a desk with shelving above, a computer monitor, a dresser with various items on top, a light, a window with blinds, a blue chair, and scattered belongings on the floor.",data/processed/images/bce9b8d05b5b4480bdd89ee7e3066063.png
4f6a0ddae48a4d04b1b1472f26aaab3d,"A mountain landscape featuring trees, rocks, and moss-covered elements.",data/processed/images/4f6a0ddae48a4d04b1b1472f26aaab3d.png
ea688f83360d4444b8d8c885ef485d47,A geometric solid with an irregular base featuring multiple cutouts and protrusions.,data/processed/images/ea688f83360d4444b8d8c885ef485d47.png
81e98f9d76234dc2a5aed9a23d8d13a6,A green pine tree.,data/processed/images/81e98f9d76234dc2a5aed9a23d8d13a6.png
261658b106664517aca12c9e9a2cedda,A double-basin kitchen sink with a single curved faucet and a drain on the left side.,data/processed/images/261658b106664517aca12c9e9a2cedda.png
80ceaef0d99f473fb04efe7d0f51cbab,White bone-shaped plastic object,data/processed/images/80ceaef0d99f473fb04efe7d0f51cbab.png
dd119efb8e0e412ba549120d865f775b,A round object with a gradually elongated handle extending from its bottom.,data/processed/images/dd119efb8e0e412ba549120d865f775b.png
1af4b2a4f8884115a0108ba45b9c96be,"A weathered, cylindrical mechanical device featuring a covered section, metal clasps, and worn blue and black paint with visible scuffs and scratches.",data/processed/images/1af4b2a4f8884115a0108ba45b9c96be.png
9fe48fe69915451d81b92314972224f9,"Ancient bone fragment with teeth, possibly part of a jawbone, featuring an elliptical hole and a textured surface in a brownish, aged coloration.",data/processed/images/9fe48fe69915451d81b92314972224f9.png
fdf5612905204769b95635a8f6f800c2,"A central rounded dome atop a rectangular base, with two extended rectangular prongs on opposite sides.",data/processed/images/fdf5612905204769b95635a8f6f800c2.png
519d8ed0067b42e99dfb6c08e0d1ab68,"A human figure created by intersecting four perpendicular planes of graph paper, each displaying different sketches of the figure.",data/processed/images/519d8ed0067b42e99dfb6c08e0d1ab68.png
ab5ef6237be644eab721fd2d117db86b,A small orange hook with a knife-like handle.,data/processed/images/ab5ef6237be644eab721fd2d117db86b.png
79cc7cdacdfd481abba2dee78ff4db71,A white rock.,data/processed/images/79cc7cdacdfd481abba2dee78ff4db71.png
e7376886f9954aa9a7e66ab3ec89e009,A pair of white hoop earrings.,data/processed/images/e7376886f9954aa9a7e66ab3ec89e009.png
38201ec2d319464fa35ddbe4c9265148,"A long, thin rod with a small, complex geometric structure at one end, featuring intersecting rectangular and circular shapes.",data/processed/images/38201ec2d319464fa35ddbe4c9265148.png
d81ec6423c8e4aeab9fd6a330b31f715,"Abstract matte white serpentine structure with flowing, twisting sections and organic branching elements.",data/processed/images/d81ec6423c8e4aeab9fd6a330b31f715.png
aec41d5c831a4aceb77dd5b1bb4ec4f9,A house with a wooden roof structure featuring wooden trusses and beams.,data/processed/images/aec41d5c831a4aceb77dd5b1bb4ec4f9.png
66619152d88f4465a8927cd8edde35ce,Abstract waved landscape sculpture with layered contours in shades of gray and pink.,data/processed/images/66619152d88f4465a8927cd8edde35ce.png
6d15f44a303e4105a92eca610b01f21a,"A complex, irregular polyhedron with multiple stepped and jagged edges, forming an asymmetrical, angular shape.",data/processed/images/6d15f44a303e4105a92eca610b01f21a.png
a939d2ef65af42e79141276108551a69,"A geometric shape with a flat top surface composed of red and white triangular patterns, blue and yellow edges, and angular cutouts.",data/processed/images/a939d2ef65af42e79141276108551a69.png
244f755f749c4f7f9cab9a330b83ae02,"A curved, elongated shape with an irregular edge and a tapered end.",data/processed/images/244f755f749c4f7f9cab9a330b83ae02.png
12e140b2d87741dbb01b97946a0f5730,"A simple rectangular room layout with furniture, including a bed, desk, chair, sofa, TV, wall clock, and wall decorations.",data/processed/images/12e140b2d87741dbb01b97946a0f5730.png
d8f1b5157694475dbbb71690fc7d6346,"Logo for Nossa Gráfica, a graphic design and printing company, featured on a sign and business card for their online presence.",data/processed/images/d8f1b5157694475dbbb71690fc7d6346.png
e3e172ee8d184134bc2143f0834eb470,"A crumpled rectangular pillow with a soft, textured surface.",data/processed/images/e3e172ee8d184134bc2143f0834eb470.png
bbf60a0c1dfb4181ab374b5260616ec9,A yellow bunk bed.,data/processed/images/bbf60a0c1dfb4181ab374b5260616ec9.png
821dedf6966848819ac096a290f96c13,An armored robot dog.,data/processed/images/821dedf6966848819ac096a290f96c13.png
35c360f4ce6f4a9e9c0f425874950202,A humanoid figure in a crouching or crawling pose with bent arms and legs.,data/processed/images/35c360f4ce6f4a9e9c0f425874950202.png
84121ac3e89d4db0a2c9568f2db489c0,"A tall bar stool with a square seat, a backrest, and four legs connected by supports.",data/processed/images/84121ac3e89d4db0a2c9568f2db489c0.png
a02d0c95772b48ceb8046373dd705770,"A large, dense pile of mixed waste and debris rests on a green industrial surface, surrounded by machinery and structural elements.",data/processed/images/a02d0c95772b48ceb8046373dd705770.png
a89650b420ab4f42b023b6393a2cdc23,A wall-mounted lantern with a decorative finial on top and a pointed finial at the bottom.,data/processed/images/a89650b420ab4f42b023b6393a2cdc23.png
129e6b2d2be64abd86cb70290065baa7,A simple house with a trapezoidal base and a flat roof that extends slightly beyond the walls.,data/processed/images/129e6b2d2be64abd86cb70290065baa7.png
ca1bfce96052459ab6d4c3e159ea0c51,"A multi-level industrial shelving or storage rack structure with yellow beams, pink vertical supports, and various diagonal braces on a black background.",data/processed/images/ca1bfce96052459ab6d4c3e159ea0c51.png
371ca78a64c74958a4faed3cb3c9da21,A building structure with a roof and differently colored beams and wires.,data/processed/images/371ca78a64c74958a4faed3cb3c9da21.png
7f635a6111ee4f5bad2a7e771115625c,Thor's hammer with a white handle.,data/processed/images/7f635a6111ee4f5bad2a7e771115625c.png
b31ed579c39a409796c983df0b1f6113,"A rectangular base with a stepped, multi-level structure featuring vertical and horizontal protrusions and cutouts.",data/processed/images/b31ed579c39a409796c983df0b1f6113.png
d8b6a381f36c46f8b1d59ed6e0b57c65,"A triceratops dinosaur figurine with blue, orange, and beige mosaic-like patterns and distinct horns and a spiked tail.",data/processed/images/d8b6a381f36c46f8b1d59ed6e0b57c65.png
67e9f530c02246c0a5482cad7389840c,"A tall, smooth vase with a narrow neck and a rounded lip.",data/processed/images/67e9f530c02246c0a5482cad7389840c.png
c97cd4e234ce4a319abceb3f8ed5a20c,Black fan on a stand.,data/processed/images/c97cd4e234ce4a319abceb3f8ed5a20c.png
c3256d1901ed469fb6e875e5500bf135,"Incomplete, damaged, abandoned building with partial roof, exposed interior, and worn-out surfaces.",data/processed/images/c3256d1901ed469fb6e875e5500bf135.png
0bf03d4606aa4b83bb68d862d4dec58d,A modern white and wood chair with an ottoman.,data/processed/images/0bf03d4606aa4b83bb68d862d4dec58d.png
9488d7d5aa2f4c1c97774d56e1fb4aec,Gold Bitcoin coin.,data/processed/images/9488d7d5aa2f4c1c97774d56e1fb4aec.png
0cc67e8e8d8348058efc5ce74b017302,"A rounded pink character holding a white axe in each hand, with brown handles.",data/processed/images/0cc67e8e8d8348058efc5ce74b017302.png
586c476d9d72490e9cf520873cbdf444,"A layered landscape featuring terraces with trees, fences, buildings, a pond with an island, and pathways.",data/processed/images/586c476d9d72490e9cf520873cbdf444.png
f68435286d4041caa9445c0dafa6af6c,A spiral staircase with a small table and a square ceiling light.,data/processed/images/f68435286d4041caa9445c0dafa6af6c.png
02347a106cf941899c758fa0710200c2,"A rocky terrain patch with scattered stones, pebbles, and sparse vegetation.",data/processed/images/02347a106cf941899c758fa0710200c2.png
df82fd0e8bc347a3bf07715d328f9632,A multi-section building with blue gable roofs and orange chimney structures.,data/processed/images/df82fd0e8bc347a3bf07715d328f9632.png
be64e8dc10ae47ca949ffbdc2a6ae428,Irregular white crystalline structure with a rough surface.,data/processed/images/be64e8dc10ae47ca949ffbdc2a6ae428.png
7b08c1fdc69b4d38bd2246dd1bd85136,A black and tan assault rifle with a long barrel and an adjustable stock.,data/processed/images/7b08c1fdc69b4d38bd2246dd1bd85136.png
56912c6a45974e5abc476e3d0f54aae1,"A rectangular brick building with a blue hip roof supported by wooden trusses, featuring an additional vertical rectangular extension on one side.",data/processed/images/56912c6a45974e5abc476e3d0f54aae1.png
1015458cff2d4bab9f755b5373a482d6,A wooden staircase leads to an open door on a black platform supported by a white vertical structure.,data/processed/images/1015458cff2d4bab9f755b5373a482d6.png
086dd65d4cd94237b96ff33ca8c53e4b,"A long, irregular rectangle with multiple angular protrusions and indentations along its edges.",data/processed/images/086dd65d4cd94237b96ff33ca8c53e4b.png
2319d36568bf49ba82610e32b491288c,"Shape resembling an irregular, rounded mass with a larger main body and a smaller spherical protrusion attached to one side.",data/processed/images/2319d36568bf49ba82610e32b491288c.png
227e2ca83dd84781943daa231938d9a8,A rectangular building with a gabled roof features blue roofing panels supported by a network of trusses.,data/processed/images/227e2ca83dd84781943daa231938d9a8.png
fd3fea101aa54dc2b5c711d491714219,A white crocodile skull.,data/processed/images/fd3fea101aa54dc2b5c711d491714219.png
5eea2f67456041399c25f31fe4d7bea3,A toy figure resembling a block-headed character with short legs and rounded arms.,data/processed/images/5eea2f67456041399c25f31fe4d7bea3.png
09a17142a22943c79ca6302de582478e,An axe with a wooden handle.,data/processed/images/09a17142a22943c79ca6302de582478e.png
4df7e7b7c1a74af4a9f1cf9fd3014798,A Minecraft character in a black suit.,data/processed/images/4df7e7b7c1a74af4a9f1cf9fd3014798.png
38601a61c9154cb88b5cc64ccd6cbfe3,"A blue-roofed structure supported by multiple gray brick columns, with a large red brick chimney extending through the roof.",data/processed/images/38601a61c9154cb88b5cc64ccd6cbfe3.png
481e17b50597408b9c10a1c6f4f8e9da,"Composed of two irregularly shaped connected parts, one larger and one smaller, with angular and uneven surfaces.",data/processed/images/481e17b50597408b9c10a1c6f4f8e9da.png
a1ad78a3511e40cea85896ac7f283d4f,"A stylized yellow bird with a white face, purple eyelashes, a red beak, small round ears, and a purple tail.",data/processed/images/a1ad78a3511e40cea85896ac7f283d4f.png
2e7aa2bf85334abcb2980fa007f48ba2,A modern interior staircase with wooden railings and concrete steps leads to a small upper landing with a glass and wood railing.,data/processed/images/2e7aa2bf85334abcb2980fa007f48ba2.png
1d336606a5f0440391015e15f6d40b30,A seated child wearing a hat and holding an object.,data/processed/images/1d336606a5f0440391015e15f6d40b30.png
8eea4ddb82884ecd909192cfa413d8bf,"Irregular polyhedron with a flat top surface and angled, uneven sides.",data/processed/images/8eea4ddb82884ecd909192cfa413d8bf.png
86e8c8fa6c3747f2820b9f917c8732cf,A fossilized shark tooth bone with a hole in it.,data/processed/images/86e8c8fa6c3747f2820b9f917c8732cf.png
ae259a3871114017ad82e4ada6a2f220,Figurine of a bull running on a blue ball.,data/processed/images/ae259a3871114017ad82e4ada6a2f220.png
5e3a8a7ba87d4a9b913ae3ac7c491883,"A handheld electronic device resembling a portable gaming console with a screen, directional pad, and buttons.",data/processed/images/5e3a8a7ba87d4a9b913ae3ac7c491883.png
85d0ee8f619348959dd3e2128a872835,"Four colorful, stylized rockets with distinct fins and circular details on their bodies.",data/processed/images/85d0ee8f619348959dd3e2128a872835.png
204ef8ba54c64bae9c55b9717c422b5a,A blue cube inside a cage.,data/processed/images/204ef8ba54c64bae9c55b9717c422b5a.png
94e1d8ca503145ecbe3be49509cfa458,A set of six distinct white letter-like objects with open and curved shapes arranged in a horizontal line on a black background.,data/processed/images/94e1d8ca503145ecbe3be49509cfa458.png
8253fac59ed9436c8beac6cfbbef0ff6,"A blue cup with a handle, resembling a cylinder and a hat.",data/processed/images/8253fac59ed9436c8beac6cfbbef0ff6.png
16b1d3a8d213461ca69838d1fa2189be,Succulent plant with thick green leaves in a white pot.,data/processed/images/16b1d3a8d213461ca69838d1fa2189be.png
d3b0c06d9fa1440183d5ab1a52b68dc3,"A white building with shelves, stairs, and railings.",data/processed/images/d3b0c06d9fa1440183d5ab1a52b68dc3.png
44693c29e995429399915580a0b4c1bb,A series of white bottles and tubes.,data/processed/images/44693c29e995429399915580a0b4c1bb.png
9844fb4aa15a4f8dae09da91693990ef,"A multi-story rectangular building framework with evenly spaced vertical columns and horizontal beams, supported by numerous foundation piles.",data/processed/images/9844fb4aa15a4f8dae09da91693990ef.png
59bbcc4076ae450f90eb7b77ef8858ed,Black and gold bowl with a handle.,data/processed/images/59bbcc4076ae450f90eb7b77ef8858ed.png
21ca8a1430df4d91a932c11a06ff7a4b,A small red and white fire truck with an extended ladder on a white rectangular base.,data/processed/images/21ca8a1430df4d91a932c11a06ff7a4b.png
f9666a2345374352955981ca0edd81ac,"A simple skateboard with a rectangular blue deck, four black wheels, and a detached light blue shape nearby.",data/processed/images/f9666a2345374352955981ca0edd81ac.png
068620bbd29c439cba03842c4fb2c7fe,"A small, modern, two-story house with stairs and a roof.",data/processed/images/068620bbd29c439cba03842c4fb2c7fe.png
f070cb9e943f41b9881145582b8076e7,A colorful birthday cake with a lit candle.,data/processed/images/f070cb9e943f41b9881145582b8076e7.png
2aea34e993bc4227924f7241662df955,A bird skeleton with head and neck.,data/processed/images/2aea34e993bc4227924f7241662df955.png
2e99f25880154817ac60d753cdd6aa61,Head with distinct rounded buns on each side and a narrow chin.,data/processed/images/2e99f25880154817ac60d753cdd6aa61.png
65d098b7d7a84390abeb3da6d333c126,A green and yellow truss fence structure.,data/processed/images/65d098b7d7a84390abeb3da6d333c126.png
e1a79a76ef844f508912ebd8f46cbf58,"A flexible, white rectangular surface featuring a stylized red logo consisting of four circular dots and a surrounding contour.",data/processed/images/e1a79a76ef844f508912ebd8f46cbf58.png
f55f9abf04204a8782f01e9a7afc5d37,"Set of drum kit components consisting of two toms, a snare, a cymbal, and a drumstick.",data/processed/images/f55f9abf04204a8782f01e9a7afc5d37.png
7d569073061f411a948cae36adfdb416,"Two interlocking, stepped wooden blocks with notches designed to fit together.",data/processed/images/7d569073061f411a948cae36adfdb416.png
cc7804b445af4eb19b60a04f0ac62cfb,A white vehicle door with window cutouts and panel lines.,data/processed/images/cc7804b445af4eb19b60a04f0ac62cfb.png
529e81bf9d3c4c59988abe11d5feb26e,A multi-story building with a grid-like framework and a prominent central tower.,data/processed/images/529e81bf9d3c4c59988abe11d5feb26e.png
86e4b0f0ba25419689330e42f2da4ac7,"A square base with a raised, rounded heart shape protruding from the center and a loop-like handle attached to the base.",data/processed/images/86e4b0f0ba25419689330e42f2da4ac7.png
5b07fcc8a483451daf0210d0eaa0914c,"Two stylized characters in colorful outfits: one wearing red and blue with a red hat, and the other in a dark outfit with yellow gloves and a dark hat.",data/processed/images/5b07fcc8a483451daf0210d0eaa0914c.png
c365c9bc08b845a6b9123423634a32ce,A small wooden sailing boat with sails.,data/processed/images/c365c9bc08b845a6b9123423634a32ce.png
e2c53ff418f646a7bdf0beb880c1cbc7,A collection of variously sized and styled low-rise and mid-rise buildings with some scattered green trees.,data/processed/images/e2c53ff418f646a7bdf0beb880c1cbc7.png
6bf91dae31af4a818ed285a6e14c13a6,A wooden staircase with a railing attached to a white rectangular structure that extends through a dark horizontal plane.,data/processed/images/6bf91dae31af4a818ed285a6e14c13a6.png
6934ede7e7c54e339cd742eb0062c110,A chessboard with a chess set.,data/processed/images/6934ede7e7c54e339cd742eb0062c110.png
81f22b5d7804492080e776e601864bc8,"A spear with a pointed tip and a decorated, wrapped shaft ending in an angular counterweight.",data/processed/images/81f22b5d7804492080e776e601864bc8.png
7ad429cc08984766a0fc8715e3029a49,"A geometric structure featuring a wide conical wireframe base with a cylindrical object suspended inside, topped by a dome-like lattice shape.",data/processed/images/7ad429cc08984766a0fc8715e3029a49.png
878f74fce3794ad696fda2d1ee0ba0de,"A skull with large eye sockets, prominent canine teeth, and a short, rounded snout.",data/processed/images/878f74fce3794ad696fda2d1ee0ba0de.png
f802111b61324816bd64a3c018744030,"A rectangular panel with a circular hole near one end and a small round protrusion on the side, measuring 120 cm by 61 cm.",data/processed/images/f802111b61324816bd64a3c018744030.png
560c71fed7c145ab9998f076d34b33ec,"A multi-story structure with staircases connecting floors, featuring grey walls, white railings, and wood flooring.",data/processed/images/560c71fed7c145ab9998f076d34b33ec.png
7c9b4f6c621c4be59d3f8f00cc6a9795,"A building structure with a blue roof, wooden framing, multiple chimneys, and gray brick walls.",data/processed/images/7c9b4f6c621c4be59d3f8f00cc6a9795.png
fe2d1ca21f2a4e8e941c81012e2abf4b,A stone architectural structure features tall Gothic-style arched windows and ribbed vaulted ceilings with supporting columns.,data/processed/images/fe2d1ca21f2a4e8e941c81012e2abf4b.png
574a47ad32814013990fbfacbbd9e9e7,A round dessert with a creamy base topped with a red fruit and a green leaf.,data/processed/images/574a47ad32814013990fbfacbbd9e9e7.png
6428bcc19eea4efb811790b60ab9a854,"A futuristic spaceship with a wide, flat body, two upward-pointing fins near the rear, a pointed front, and twin cylindrical engines at the back.",data/processed/images/6428bcc19eea4efb811790b60ab9a854.png
46035fee90854a53b228aa9d124844b1,"A flat, rectangular brown plane with slight irregularities on its edges against a black background.",data/processed/images/46035fee90854a53b228aa9d124844b1.png
02dbe2bf067643f28aa7f2476dc50052,Star Wars Millennium Falcon spaceship.,data/processed/images/02dbe2bf067643f28aa7f2476dc50052.png
03acf14996aa404494ac0f9114960383,"A small sandy beach scene features a dog sitting under a blue and white striped beach umbrella, with a red cooler and a green drink nearby, next to a pool of water.",data/processed/images/03acf14996aa404494ac0f9114960383.png
2e9471816f884d86ace739f96c45e619,"A complex architectural structure with an L-shaped base features a detailed roof framework composed of red, purple, and blue trusses and beams, supported by vertical columns and interconnected platforms.",data/processed/images/2e9471816f884d86ace739f96c45e619.png
4adc5858a5104538ab7d2053fdef42f3,A stylized humanoid figure with a large head and blocky features stands upright.,data/processed/images/4adc5858a5104538ab7d2053fdef42f3.png
f6c1d667ca874b39af1c96ded919bd56,"A combat knife with a pointed blade, serrated edge near the handle, and a textured grip.",data/processed/images/f6c1d667ca874b39af1c96ded919bd56.png
f7e0d50afedc47f4b21348088c6c0572,Pixelated pink donut with yellow sprinkles.,data/processed/images/f7e0d50afedc47f4b21348088c6c0572.png
75bf176afe5d417cb40094cf35dbc05c,"A modern rectangular building with a flat roof, a stone-clad front wall featuring vertical windows, an adjacent covered outdoor seating area with orange chairs, and a wooden pergola structure on a grass-covered base.",data/processed/images/75bf176afe5d417cb40094cf35dbc05c.png
c9821056d5e5429f92982bbaf9b7f67b,"A rectangular brick building with a gabled roof structure featuring a blue roofing tarp, exposed wooden trusses, and two chimneys.",data/processed/images/c9821056d5e5429f92982bbaf9b7f67b.png
b45a40fd145c4b9ba7bc5351d344db17,A collection of rocks.,data/processed/images/b45a40fd145c4b9ba7bc5351d344db17.png
f3af3d03125c4b14883a29c898233f7d,"A small, detailed sculpture of a child or dwarf wearing a pointed hat and textured clothing, captured in a dynamic pose with one leg raised.",data/processed/images/f3af3d03125c4b14883a29c898233f7d.png
2d66b3f62a794cf8b0dcc19975ff4de9,A fossilized lower jawbone with preserved teeth and a rough surface.,data/processed/images/2d66b3f62a794cf8b0dcc19975ff4de9.png
90ef745ad7dc4aa5bb069beb4cf1de57,"A small brown house with a green roof, chimney, and surrounding trees is positioned on a white rectangular plot.",data/processed/images/90ef745ad7dc4aa5bb069beb4cf1de57.png
150a52dcdd5440c48cd02765bf0f1ac8,A yellow teapot with a handle and a plastic lid.,data/processed/images/150a52dcdd5440c48cd02765bf0f1ac8.png
a35ca30817e240928b06b9b642e8fcb8,A small green bonsai tree in a pot.,data/processed/images/a35ca30817e240928b06b9b642e8fcb8.png
eb1bf331e24549578d082ef3c8050ab6,A Minecraft character.,data/processed/images/eb1bf331e24549578d082ef3c8050ab6.png
e05c734a3c4f47818e5e1135840e25a9,"Three interlocking wooden blocks with varying shapes, including a curved cutout and a circular hole, are designed to fit together.",data/processed/images/e05c734a3c4f47818e5e1135840e25a9.png
b7948262eac04aba9c49e5b8f8b8cbc2,A rock.,data/processed/images/b7948262eac04aba9c49e5b8f8b8cbc2.png
722e44a11afd42d29c92acf0582ebdb8,"A fragmented depiction showing parts of an indoor space with curved ceilings, a central light fixture, and a colorful patterned element along one edge.",data/processed/images/722e44a11afd42d29c92acf0582ebdb8.png
ba9fbe0107c746ab90de6f509638cb09,A complex mechanical object with multiple protrusions and two pointed legs.,data/processed/images/ba9fbe0107c746ab90de6f509638cb09.png
b08fecf8084b43a79e6903016217dcb0,A small white apartment building with windows and a floor plan.,data/processed/images/b08fecf8084b43a79e6903016217dcb0.png
79e3a51e8ef04c40906b86edb6f9d161,"A multi-sectioned building with varied roof heights, illuminated windows, and a combination of flat and gently sloped roofs.",data/processed/images/79e3a51e8ef04c40906b86edb6f9d161.png
8ef38abf256c499c89d2046c1ee80d12,"A rounded, squat object with two oval holes and a curved protrusion on one side.",data/processed/images/8ef38abf256c499c89d2046c1ee80d12.png
1c6b4fbebf3e4bd68e99cb0539f0527d,A rectangular box with evenly spaced vertical grooves and a small human figure positioned next to one corner.,data/processed/images/1c6b4fbebf3e4bd68e99cb0539f0527d.png
e2efad6dad2f4ce5a7ba8823af4466e9,Pink brain-shaped object.,data/processed/images/e2efad6dad2f4ce5a7ba8823af4466e9.png
a155969dcc054de88d8b722288a25e53,"A detailed naval battleship with a gray upper deck, red hull, and various turrets and superstructures.",data/processed/images/a155969dcc054de88d8b722288a25e53.png
91c371e11ccc42e69b26ff1af7e00caa,A household appliance resembling a front-loading washing machine with a protruding control panel.,data/processed/images/91c371e11ccc42e69b26ff1af7e00caa.png
e32c563c22a146e5ad20678031d3bf8a,"A building roof structure featuring wooden trusses, chimneys, and a wrap-around gutter system.",data/processed/images/e32c563c22a146e5ad20678031d3bf8a.png
b1c70f2e65bf4af4b7b41594a12e7823,"A roughly rectangular stone slab with uneven, jagged edges.",data/processed/images/b1c70f2e65bf4af4b7b41594a12e7823.png
889970a5e501487383937c8033d0e5d1,A cylindrical can with a yellow Kirin Ichiban beer label featuring a dragon logo and a nutrition facts panel.,data/processed/images/889970a5e501487383937c8033d0e5d1.png
6c5d6dee984648998a1b2f21f894b290,"A humanoid figure holds a long, pointed sword with one arm extended outward and the other arm raised.",data/processed/images/6c5d6dee984648998a1b2f21f894b290.png
c7c83441fb7a496da62446b7f4172d3e,A girl with green hair in a school uniform and a blue skirt.,data/processed/images/c7c83441fb7a496da62446b7f4172d3e.png
b316800b2ed9485ab9d6f1a124fc1c40,A wooden crate or box.,data/processed/images/b316800b2ed9485ab9d6f1a124fc1c40.png
61a607fa847e45b8bfea58546c52971f,A black and white sneaker positioned on a green foam block with irregular edges.,data/processed/images/61a607fa847e45b8bfea58546c52971f.png
67e97e3a887e43f1b32398c8d50d656a,"A sculpture of two human figures entwined within a cage-like frame, with one figure appearing dominant while the other seems trapped or restrained.",data/processed/images/67e97e3a887e43f1b32398c8d50d656a.png
c387ae6f04744bba966928c822309cb4,"A traditional knife with a curved blade, a dark wooden handle, and an intricately carved wooden sheath.",data/processed/images/c387ae6f04744bba966928c822309cb4.png
af78ec7fb7c74ce89f99ee6a2497c918,"Bust of a humanoid figure with pointed ears and a beard, featuring a rounded head and a prominent jawline.",data/processed/images/af78ec7fb7c74ce89f99ee6a2497c918.png
b96f9b99036d485e988887cfd26e88e6,A Roman temple featuring columns and pillars on a tiled floor.,data/processed/images/b96f9b99036d485e988887cfd26e88e6.png
c145fbdf11044628b9f765efe322526d,"A white, cubic object with smooth, segmented surfaces and two glowing blue circular patterns featuring a shutter-like design on opposite faces.",data/processed/images/c145fbdf11044628b9f765efe322526d.png
9effc95287f24e67b787d76b8f5030a3,A red rectangular prism with various rectangular and irregular cutouts on its faces.,data/processed/images/9effc95287f24e67b787d76b8f5030a3.png
24b32cf660214e04bccae0d31c80514d,Blue crystals.,data/processed/images/24b32cf660214e04bccae0d31c80514d.png
40ce803717a644acb290355890ae22e2,"A complex mechanical component with a cylindrical body, angular extensions, and a prominent looped handle.",data/processed/images/40ce803717a644acb290355890ae22e2.png
e1d4626f75de4f3f8671a213661261f3,A microphone on a tripod with a cord attached.,data/processed/images/e1d4626f75de4f3f8671a213661261f3.png
5b4f78930dfd4515837f89e73d819f55,"A green biplane with a wooden propeller, round wheels, and white accents on the tail and wheel rims.",data/processed/images/5b4f78930dfd4515837f89e73d819f55.png
15986b90c5e74fc284ad54f686cbf879,"A small building featuring a staircase, a square table, and a square ceiling light.",data/processed/images/15986b90c5e74fc284ad54f686cbf879.png
18b06097d6fa453cba788febb5193b09,"A tall, dark, pixelated humanoid figure with glowing purple eyes.",data/processed/images/18b06097d6fa453cba788febb5193b09.png
e83e91875dd94b239764a1faba5f19b7,"Minimalist architecture featuring a central building with an orange roof and an adjacent smaller structure with a yellow detail, surrounded by a patterned plaza with rounded corners and black oval elements interspersed with green accents.",data/processed/images/e83e91875dd94b239764a1faba5f19b7.png
f7f195b3c82446b3ae41ebd597419860,A rectangular frame structure with four legs and a vertical white support beam attached inside on one side.,data/processed/images/f7f195b3c82446b3ae41ebd597419860.png
1f28099216944762a3655714905ecbfe,"A roughly triangular, off-white rock with gray and dark speckled patterns and rough surfaces.",data/processed/images/1f28099216944762a3655714905ecbfe.png
2e55e1a454d54d32bedf3809c20ef9a6,A large white tooth-shaped ice cream cone.,data/processed/images/2e55e1a454d54d32bedf3809c20ef9a6.png
ead6b1ef650c44a1b76cee832bd7e27d,A single green stem with clusters of purple flowers.,data/processed/images/ead6b1ef650c44a1b76cee832bd7e27d.png
6da7fcf85b8b4832a2e97ba5175a4c10,"A small stone building with a flat roof, featuring tables and chairs inside.",data/processed/images/6da7fcf85b8b4832a2e97ba5175a4c10.png
7aa4f7b2be8c4b10b67f48befe936bf0,A small red and blue alien-like robot toy with blue eyes.,data/processed/images/7aa4f7b2be8c4b10b67f48befe936bf0.png
7c3211866d4a460f87c60d65075d2693,"A white and pink robot from Five Nights at Freddy's, resembling a fox or wolf with outstretched arms.",data/processed/images/7c3211866d4a460f87c60d65075d2693.png
5d5ca02347fa4b3b98b41fb87b44a615,"This is a rectangular, beige object with a distinct black stripe detail spanning the length of its top surface. A cut-out section divides the object approximately in the center, where part of it extends downward, forming a 'T' shape profile. The material appears matte and homogenous.",data/processed/images/5d5ca02347fa4b3b98b41fb87b44a615.png
f290b8c92645457ca18ff7bd36b38dff,"A white, gear-like wheel with a circular hole.",data/processed/images/f290b8c92645457ca18ff7bd36b38dff.png
0e0d389f338545b895e7e0a079e3edc5,"A stylized animatronic fox-like figure with a mechanical design, featuring a red upper body, beige shorts, a hook for a right hand, and detailed gray mechanical legs and feet.",data/processed/images/0e0d389f338545b895e7e0a079e3edc5.png
13ef2d9e4a6346d0a51d87dd622105f3,"A blue and yellow bird, a plane, and a kite flying in the air.",data/processed/images/13ef2d9e4a6346d0a51d87dd622105f3.png
ee851bd8ba8544dcb233b2614bc9637c,"A simple low-polygon tree with a green, rounded canopy and a short brown trunk.",data/processed/images/ee851bd8ba8544dcb233b2614bc9637c.png
